Complaint ID,Consumer complaint narrative
5903957,"I have been looking for a job opportunity as I have been unemployed. On XX/XX/2022, I received an email from XXXX of a job opportunity that looked promising. The position looked legitimate from the job description ; I applied on the same day. On XX/XX/2022, I received an invitation for an interview with a XXXX hiring manager and I conducted that interview remotely the same day. I asked for time to review the job offer and ask questions, to which the hiring manager obliged. 

I received the job offer by email on XX/XX/2022 and was able to ask questions via email. They answered appropriately. I thought that I found a good XXXX XXXX position ; but, looking back on it, the job was too good to be true. Between XX/XX/2022 and XX/XX/2022, I was given checks from XXXX ( 1 deposited physically and 4 to mobile deposit into my checking account at Citizens Bank, of whom I have been a loyal customer for over 20 years ) ; and, I was instructed by CardConnect hiring department employees to use these checks for payments toward a work laptop, software, and office set-up. Five of these payments were instructed to be done via XXXX for a total of {$5000.00} sent via XXXX : on XX/XX/2022, {$1000.00} was instructed to be sent ( image attached is associated with this transaction ) ; XX/XX/2022, {$1000.00} was instructed to be sent ; on XX/XX/2022, {$1000.00} was instructed to be sent ; on XX/XX/2022, {$1000.00} was instructed to be sent ; on XX/XX/2022, {$1000.00} was instructed to be sent. 

Unfortunately, on XX/XX/2022, I recognized that my bank gradually returned the deposited XXXX checks. So, effectively, my own funds were used. On XX/XX/2022 and XX/XX/2022, I tried to ask XXXX to reimburse me, but they gave me the run around and not paid me back. Following my late realization, on XX/XX/2022, I filed a report with my local police precinct and submitted a claim about these XXXX transactions with Citizens Bank. My local police precinct deems this entire situation as fraud and is investigating as such ; Citizens Bank should do the same. I also filed a report with the Federal Trade Commission."
5805173,"On XX/XX/XXXX, XXXX XXXX messaged me on XXXX asking if I wanted money. She didn't tell me what company she worked for, she just said she ran her own business. Being an unemployed, XXXX XXXX XXXX, I needed money to pay for tuition so I said yes. She emailed me a check of {$2500.00} and then asked for me to send {$1000.00} to her grandma to pay for her medical bill. I sent the money and then she asked me to send another {$1000.00} to her doctor. My mom saw the charges and told me it was a scam and I called my bank, USAA, and explained everything that happened. They told me that I would have to pay for the money I sent even though it was a scam."
6504818,"I applied to a job listing on XXXX ( under employer XXXX ) and the employer reached out to me via email, informing me that my resume was selected and that I would need to download the XXXX XXXX  to complete the interview process. Once I completed the interview process, they send me 2 ( fraudulent ) checks for start up materials, one for {$1900.00} and one for {$2900.00}. Once the first check deposited, they had me send {$1700.00} via XXXX bank payments to the vendors to purchase said materials. Once I informed the employer that the second check was on a hold and would be deposited in a week, they told me I shouldve told them and waited, but I should wait for it to deposit to send the money. 2 days later i saw that the first check had been returned as unpaid and the {$1900.00} had been deducted from my account. Once I reached out to the employer informing them the checks returned as unpaid and that I would be taking legal action if this wasnt reprimanded, they simply replied with Okay. and that was the last I ever heard from them. I tried to contact the bank and explain everything that happened, but was told since it was sent via XXXX, that there wasnt anything they could do to recover the funds. So then my account was left NEGATIVE {$1000.00}, while also being unemployed currently."
3604669,"XXXX Received message regarding employment. Applied for an XXXX XXXX position at XXXX on XXXX. Inside the message I received a link. http : XXXX I proceeded to fill out paper work and await for response XXXX Received emails stating that I had been employed. First task was to complete the contract agreement and fax it over so that I could officially start work. Also was given a number of the boss XXXX XXXX we were in contact he stated he had been injured and had to work from home and needed an assistant immediately. 
XXXX First task. I received check in mail from employer XXXX. The check was provided so I could pay off an invoice. I deposited the check and was notified it would take a few days to be in the account. The invoice was due that day but the company was notified and allowed a late payment. 
XXXX Made a purchase for a {$100.00} XXXX gift card because the employer thought it would be wise to give a gift because the payment was late. 
XXXX Check cleared into my account. I paid a {$1000.00} XXXX payment to XXXX XXXX for invoice and the second payment went to a XXXX XXXX XXXX XXXX  for {$1500.00}. The {$1500.00} was a cashiers check I got from my bank BB & T which is now considered Truist. I also purchased two more gift cards which where given to Mr. XXXX. I was awaiting my check in the mail on that Friday. 
XXXX Check was returned and no longer in my account. I was alerted that the check was a fraud. Couldnt file claim until the following Monday because operations were closed. Filed claim on the XXXX. 
XXXX Called BB & T to check on claim to find it was denied. Stated I was a victim of fraud but they couldnt do anything because the check was on my account and the money was gone."
6419337,"After applying for work on an online site, I was offered a proofreading position on XX/XX/XXXX and on the next day put into contact with alleged employers of XXXX magazine, represented by a "" XXXX XXXX '' via XXXX who informed me I would be sent funds ( {$2000.00} ) to pay for supplies needed for work which would come as a check in .pdf form. I was instructed by XXXX to use my bank, XXXX 's, mobile deposit feature to deposit the check and further instructed to send 2 {$1000.00} increments to a "" local vender, '' using XXXX to a party identified as XXXX XXXX at XXXX, to acquire the needed supplies ( I did inquire with my bank about depositing the sent check in such a way and they actually advised me how to do it ). 

XXXX seemed to approve the deposit, having the transaction change from "" pending '' to not- '' pending '' the next day ( XX/XX/XXXX ) and even assuring {$500.00} was readily available ; I believed the funds were received and was only able to send one {$1000.00} transaction as there was a {$1500.00} limitation to XXXX XXXX. 

I contacted XXXX to inform her of the limitations and even offered to send an additional {$500.00} as I was eager to receive the needed supplies and starting work. XXXX then became insistent I contact to bank and request they lift the limitation. When I next contacted the bank with this request they informed me this was a known scam and they would suspend the {$2000.00} deposit. At first I was in disbelief as they had apparently approved the {$2000.00} deposit and made me believe it was legit but then said due to me being a "" first level '' customer with no history of bad checks they approved the deposit in full before actually confirming funds were deliverable ; hence, that {$1000.00} XXXX payment came from my own funds. XXXX then informed me they'd hold the deposit ( sending an email that day confirming this ) and dispute the XXXX transaction which had gone through already. They advised me to cease contact with XXXX and send no more money. XXXX, meanwhile, would attempt communication with me throughout the XXXX weekend and a couple of days following, even suggesting sending the rest of the money to a different XXXX account. 

In the time that followed, XXXX continued to send me contradictory communication : on XX/XX/XXXX they sent an email saying {$2000.00} was withdrawn from my account, seemingly indicating they were removing the amount I was erroneously made to believe went through. The next day they sent an email then saying the deposited check didn't go through and was returned. Then on XX/XX/XXXX XXXX then sent an email saying the deposit hold was released and the {$2000.00} deposited in my account. However, that day I then received XXXXwo hard copy items in my mailbox : one was a returned deposited item notice dated XX/XX/XXXX that included a copy of the {$2000.00} check sent to me by XXXX that was described as "" altered/fictitious '', which included wording a fee would be charged to me for it being returned ; the other was a notice dated XX/XX/XXXX saying the {$2000.00} would be available on XX/XX/XXXX, emphasizing "" a portion '' of that deposit would be made available for immediate withdrawal, as per their "" funds availability policy '', which seems a pretty insecure practice to me as it misled me. I later received another hardcopy notice dated XX/XX/XXXX saying the {$1000.00} XXXX transaction would not be refunded, claiming their research confirmed it was applied as I "" instructed '', regardless of my reporting it as a fraud the day they told me the practice was a scam. Not once did they ask for the proof I had on my end showing I was deceived by "" XXXX '' and others seemingly involved in manipulating and inducing me to fall prey to this in the form of screen grabs depicting the communication that was involved. 

In the days that have followed XXXX has frozen my account without informing me, making me delinquent in a credit card payment that has now resulted in my credit card being frozen too. 

I need help and hope the Electronic Fund Transfer Act ( Reg. E ) is applicable and can get my money and financial security back, especially at a time when I'm unemployed and have had too much taken from me."
7212558,"I received an email about a job I applied for at XXXX XXXX. The perpetrator pretended to be a part of XXXX XXXX XXXX and initiated a hiring process with me. They informed me that I need to download the wire application for communication. They sent me a check for XXXX for office supplies and equipment ( computer, printer, scanners ). They informed me that I was to then send the money to vendors for equipment through XXXX XXXX Venmo. The money "" appeared '' in my account, so I thought it was a legitimate transaction. I sent XXXX before I called the bank. XXXX XXXX XXXX  then informed me they were actually holding the check and it was not available for use. The perpetrator must have known that the money will appear to be in the bank and when to ask for the money. Thinking I had "" gotten the dream job '' I was too blind to actually realize what was going on until it was too late. 
Money was sent on Venmo to the user XXXX XXXXXXXX XXXX XXXX I called the bank to freeze my accounts and issue new cards. The bank failed to issue new cards immediately. I also filed claims on my behalf. I don't know who this person was, but they are posing as a legitimate company and scamming people with promises of job offers. I never received any equipment, goods, or services which is what I thought I was being paid for. Venmo has told me that I received no protection under these circumstances and there is nothing they can do because they provided the service they are employed to do. I tried to inform Venmo that I do not authorize any transactions, but they performed those transactions regardless. They are protecting the thief under a privacy protection plan. 

Additionally, I had an expired card on file when I attempted to send money. The transaction didn't go through because the card was no longer in service. The money was sent on a second attempt from a separate card. Now Venmo is attempting to charge me {$2000.00}. Meanwhile, I haven't authorized either of these transactions"
4035380,"I have been a victim of a scam. I am unemployed and seeking work. I built a resume on XXXX XXXX and a company reached out for a virtual job interview. I accepted. The interview was at XXXX XX/XX/2020 and went til XXXX. I accepted the job offer and the company sent me an employee letter and XXXX to fill out. They sent a check over night for me to deposit and this would be used as my start up equipment. I was to begin training immediately after receiving my equipment. The check was deposited on XX/XX/XXXX. I was required to pay, using the funds once the check was cleared, to a trusted vendor that would send me all the programs needed already downloaded on the laptop. My bank has said theres nothing they can do once I started to suspect anything and XXXX has only sent an email saying they are not responsible. Hours after this happened while I was on hold with my bank for 1 hour I was losing access to mobile banking. Since I am unemployed and have only the government funds I receive for unemployment I now am required to use that money to live off of and start making payments to my bank for the transaction. I am upset because I disputed these transactions and us bank ran an investigation which no one contacted me to inquire about this and they do not have all the details so how did they complete the investigation? XXXX needs to take out their main add that they are backed by big banks so its safer than XXXX. And the banks need to help us as our financial institution. The scammers are getting too good for everyone to know how to handle these situations. Disappointed in everyone involved with this."
4239683,"Description sent to the FBI and FTC I am currently unemployed and applied for a job using XXXX on XXXX. It was XXXX XXXX  XXXX XXXX position at a XXXX XXXX XXXXXXXX XXXX XXXX ( XXXX ). On XXXX I received an email response and was invited for an interview via XXXX with XXXX XXXX. She offered me the job, sent me paperwork to sign, and said they would be purchasing a computer and equipment for me to use. They sent a XXXX  check for the equipment in the amount of {$4800.00}. The checked looked very professional so I deposited it. I've been out of work for soo long and was very excited to get started. They said the check would take 2-3 days to clear, so I offered to use my money to pay the local vendor while their check clears. I went to the bank, got a cashiers check and used it to transfer {$4500.00} to the account they said was their local vendor, who would put everything together and would deliver. The vendor Mr XXXX XXXX texted me and asked to verify my address for the delivery. Meanwhile they asked for a picture of my driver 's license for a background check and had me email it to XXXX When I started getting suspicious I found out the address on their check is the same address for a liquor store in Illinois. I asked XXXX to respond to a XXXX connect/message to verify her authenticity, XXXX XXXX repeatedly assured me that she would, but I never received a response from the real XXXX XXXX on XXXX. Before the interview, I looked up the XXXX Job description but the page was not there. I thought the employer simply stopped taking new applicants. XXXX took down the page and left no warning for me or others. Chase bank lifted the hold on the deposited check and rejected the transfer due to the account being closed. They would not reverse the {$4500.00} transfer either. Furthermore I received a call on XXXX from a real estate agent XXXX of XXXX Georgia asking for a XXXX who had registered my phone number on a XXXX ad. It's a very odd coincidence, hopefully nothing but I am now afraid someone is using my identity. 

The reason I am reporting this to the FBI is that it involves more than one state. I live in California, the check 's address is in Illinois, XXXX is in XXXX Virginia, XXXX is in XXXX XXXX or at least that's where their phones originate from. The communication was through email, XXXX, and text messages from 2 phone numbers ( XXXX XXXX Virginia XXXX ) and ( XXXX XXXX - XXXX XXXX XXXX XXXX ). 

Please Note the XXXX account is still active and I am still getting responses. It is possible to trace a XXXX IP address using a XXXX machine and running a trace route using XXXX command prompt. All I would need to do is allow you access to my XXXX account and you could find this person 's IP address. 

I contacted chase and they are unwilling to help me retrieve my lost money from : Bank Name : Chase Bank Account a name : XXXX XXXX Account Number : XXXX Routine Number : XXXX"
1306236,"I am currently unemployed, so I am looking for work. I received an email about a XXXX XXXX position on XXXX/XXXX/XX/XX/2015. I requested more information and and received additional details and some paperwork to complete from XXXXXXXXXXXX. After I performed some research on the company and not finding anything negative, I completed their paperwork on XXXX/XXXX/XX/XX/2015 and awaited further instructions. On XXXX/XXXX/XX/XX/2015, I received an email advising that I had been chosen as a XXXX XXXX. I next started to receive calls from XXXX XXXX XXXX XXXX XXXX XXXX who started the training process of me initially processing checks for their customers as well as funding loans. I was also contacted from XXXX XXXX XXXX XXXX. They wired funds to my account on XXXX/XXXX/XX/XX/2015 and XXXX XXXX to Money Gram this to XXXX of their customers. This was done today XXXX/XXXX/XX/XX/2015 and the Money Gram reference # XXXX. Shortly after the funds were sent, they reversed the initial funds from to my account. The amount of my loss is {$990.00}. Please let me know if you need additional details or if you have questions. This company is still in operation doing business as usual. I would like to see them taken down as they stole my hard earned money and are still using the same website, phone numbers and email addresses. I would like to help out as best I can."
5187241,"On Tuesday, XX/XX/2022, I received an email through my XXXX University student email of a prospective employer seeking employees. I replied to the email address, XXXX, to inquire further. I was then answered by an individual calling themselves XXXX XXXX XXXX who was employed with the Department of Disability Health and Human Services. He claimed he was a XXXX with XXXX University. He then provided me with a letter of employment and XXXX paper check for deposit. XXXX for {$8200.00} and {$4.00}, XXXX. I was told to deposit the {$4300.00} in my back account and wait for the deposit to clear. {$220.00} was cleared, he then requested for {$200.00} to be sent to XXXX XXXX XXXX via XXXX. In addition, I was then told to send {$400.00} via zelle to XXXX and XXXX. 

My bank, Navy Federal Credit Union has denied responsibility and has forced me to relinquish my accounts without full recovery of my funds."
9709633,"On XX/XX/XXXX of 2024 I was fraudulently "" hired '' by scammers posing as a company called XXXX, which is a real talent acquisition firm. I was "" hired '' to be a XXXX XXXX for them. I was given an extensive text interview on XXXXXXXX XXXX and even sent to a skills assessment website. The next day I was told on XXXX  that I was hired. I was sent an offer letter to sign, as well as a XXXX and direct deposit information and instructions to upload my drivers license. So they had my ssn, bank account information, and drivers license. I was then sent a XXXX of a check to deposit to my account and XXXX the money to a XXXX party vendor for computer supplies to be delivered to me the following week. I XXXX three payments totalling {$2100.00}. The check was returned NSF AND my bank, Regions Bank, will not refund me my money. 

I have filed a report with the local police, and contacted the FBI, FTC, IRS, and social security. I also closed my bank account and put a freeze on my credit with all 3 reporting bureaus. I locked my ssn with the department of homeland security. 

I need Regions to refund my money, because I am underemployed and don't know how we're going to be able to pay our bills this month. I am job hunting as fast as I can and XXXX XXXX XXXX XXXX to try and make the money. Please, please help us to get Regions to refund me my money."
8714085,"I was the victim of a work scam. I answered an e-mail sent out through the XXXX XXXX XXXX XXXX XXXX XXXX e-mail, regarding working from home for a professor related to the XXXX program. I answered and accepted the position. On XX/XX/2024, after supposedly being employed and completing an assignment I was given, I received a check for {$1600.00} from my "" employer ''. I used mobile deposit to deposit the check into my XXXX savings account and received a confirmation of the transaction from the bank and the funds seemed to be available on XXXX. On the following day, XX/XX/2024 my "" employer '' requested that I transfer {$1000.00} of the funds to another employee so that the other employee could use the funds to make a purchase for the department. I attempted to transfer the funds to this other person first on XXXX and then on XXXX and both times the transactions were declined. My employer asked me to then try Zelle. ( I had been following their instructions on what to do ). The transfer of {$1000.00} from my account to the other employee seemed to go through using Zelle. The situation seemed odd to me so I reached out to the XXXX XXXX XXXX XXXX XXXX XXXX  department on XX/XX/2024 ( ticket # XXXX ). Later, that same day the IT department called me and told me that the XXXX e-mail used to communicate with the so called employer/professor was fraudulent. I immediately contacted the XXXX XXXX XXXX XXXX XXXX police department and subsequently the XXXX XXXX XXXX Police department ( report # XXXX ). On the same day, XXXX I also contacted my bank, XXXX, to inform them of the situation. The bank immediately "" froze '' my accounts both checking and savings. On XX/XX/2024, the XXXXXXXX XXXX department recommended that I file a report on IC3.gov, internal crime complaint center, which I did. On XX/XX/2024, I was contacted by XXXX and was told that I owed the bank the {$1000.00} that was sent out through Zelle. XXXX said it was my responsibility as the originally deposited check eventually bounced and the funds were not there. I feel like I am being punished twice as a victim and the bank is seemingly free of responsibility for the situation. The "" virtual funds '' were transferred multiple times before XXXX determined the check was fraudulent. If XXXX had verified the check sooner or even put a hold on the funds related to the unusual activity the {$1000.00} would not have been released. Zelle could have declined the transaction themselves just as XXXX and XXXX did. If Zelle had done this, the money would never have gone anywhere. I would never have requested the transaction if I knew I didn't have the funds to cover the transaction. I truly feel like the bank, XXXX, and Zelle should share some of the responsibility for the victimization of the consumer by fraud. All of us were taken advantage of. Now a XXXX XXXX who is already short on funds and who was willing to take a job to earn some extra money, is expected to pay back what I don't even have."
1617882,"while looking for employment I was approached via email XXXX for a XXXX XXXX Position. HR contacted me and passed this initial interview. I was then passed on to the HR trainer where 4 weeks of training would be conducted on line. XXXX 2 weeks I was learning policies, acronyms, processes, etc. and passing weekly tests. The XXXX week i was asked to purchased some equipment ( valued at {$7400.00} XXXX and send out of country to a new office being opened. Being careful throughout this whole process about identity theft, I provided no personal info, in fact the hiring company said a few times that no personal info was required untill I passed the 4 weeks of training and met the hiring manager for the final interview. So for the XXXX project I was issued XXXX that had an account # and routing # XXXX CHASE BANK XXXX with funds that were put into my name that were to be used to purchase the equipment. I was asked to use my personal CC at this time till I became full time employed. I transfered the funds from the account info provided into my personal CC and waited till the funds posted. Once posted a few days later I proceeded to purchase the requested equipment and ship out of country to the designated address. I was requested to use USPS priority international delivery. I was then asked to perform the exact same task a second time which is when I suspected something was n't right and asked a few more questions. At this time the response from XXXX XXXX was not acceptable and knew at this time something was wrong. I sent a final email declining the XXXX project / /purchase and also declined any employement with the company., I then proceeded to stop the shipment that was done earlier that morning with the USPS and was told that I was not able to stop it being it is an international shipment. I then contacted my credit card company "" CHASE '' and explained the situation and was told the funds are OK and no issues. I have been checking my account daily to ensure no issues and on XXXX/XXXX/15, the posted amount of {$8000.00} was reversed from my credit card account. I do not understand how CHASE bank that the funds were transfered from did not know the account I was using to transfer funds does not have a check / balance process in place to review and detect scams like this. A phone call or text or something to the actual owner of the account. Besides the names being different on the accounts. Todays day and age with technology, banks should be able to detect scams like this."
5788206,"On XX/XX/XXXX I was contacted by a woman named XXXX XXXX who claimed to be a job recruiter from a company called XXXX and she got my resume from indeed. I was interviewed on XXXX XXXX on XX/XX/XXXX and was hired on XX/XX/XXXX. I received {$4100.00} via check on XX/XX/XXXX in which {$400.00} was processed on that day and the remainder of it the next day. So the check cleared and the funds were available in my account. XXXX claimed the money was too pay for the work equipment I would receive for the job which she sent a list for. I was instructed to send {$1000.00} too a person and that was done via XXXX then she instructed me to send to another person whos names didnt match up. So after I notified my bank and it was a bad check and the scanner got XXXX. After weeks of contacting the FTC, Wellsfargo, XXXX and the fbis online fraud I have not gotten any help with retrieving my lost funds. My bank hasnt done anything besides contact the scammers bank and try to offer a refund too no avail. Now my account is in the negatives and I cant even close it out."
2693172,"I started searching for jobs online, I uploaded my resume to several positions at XXXX. One day I got an email for a personal assistant from this person called "" XXXX XXXX '' he said he was very interested and offered me the job because of his busy schedule. He said he was an artist,  and traveled a lot so he needed someone to make the orders, take them from suppliers and all the personal duties he could n't be able to do. He said he was gon na send me the check immediately for me to go and get the materials he would need and my payment from there, so he sent an envelope via USPS with a check inside, the person apparently sending this mail was : XXXX XXXX. Address on envelope : XXXX XXXX XXXX XXXX, IN, XXXX. Inside of the envelope was the check with my name printed from a Bank of America account and from "" supplier '' XXXX XXXX XXXX the letter said : ( with incorrect english writing ) that the check was for me to get the materials for XXXX XXXX so he could start the painting for them. So I went to Bank of America and asked the representative if it was an elegible check and she said it was and that the account existed and had funds, so I decided to open an account with Bank of America and then I deposit the check to my account. Meanwhile I was emailing and texting with this person "" XXXX XXXX '' and he was following up what I had to do each assignment, deposit, etc. I told him the funds were on hold and I started telling him what I wanted more information about : his identity. He said he was out from city and he was coming back, and he continue like that until the check was available and Then he asked me to deposit to another supplier the rest of the check ( taking my "" payment '' ) the information he gave me was : XXXX XXXX account name : XXXX XXXX. Checking account No. XXXX When he asked me to do that, I insisted on him to identify himself and he sent me some pictures of a man with artworks. But after that I also asked him for a picture of his ID with his name on it, I told him - '' cover your info I just want to see that because this is weird, more everyday. '' He was agreeing with me but at the end he said if I wanted to run with his money and that he would call autorithies, I told him absolutely not and that I only needed an identification to know who am I working with. After that my account from Bank of America was closed and freezed and I went to see what happened and the manager told me I just made a fraud to Bank of America and I can not open an account or credit at any bank in the Country, she said Bank of America ca n't or want to help or have any relation with me. I did not send any funds to anyone, the "" check '' was deposited to my account by me so they say I am part of fraud and now I ca n't get credit from nowhere because Bank of America reported me to XXXX and XXXX XXXX XXXX. I need help I have every proof, information, emails, receiot, etc necessary I need to take this off from me. Thank you very much."
5833930,"I was offered a job interview with XXXX XXXX, a XXXX company. The interview was scheduled to be taken on the XXXX app ( which later I identified was used as it allows to Delete messages from the sender as well as receiver 's end ). My interview was completed by XXXX XXXX XXXX on the XXXX app via text messaging and I was offered a job on XX/XX/2022 by XXXX ( XXXX ). I had asked for three weeks before starting the new job. As per their requirements, they were supposed to send me a check for buying remote work-related equipment. I received the check by XXXX  package by XXXX XXXX and asked to communicate on XXXX. I had been communicating with both XXXX XXXX and XXXX. Once the amount was cleared by Bank of America on XX/XX/2022, and was reflected as deposited in my account balance. They asked to me to transfer {$1000.00} through XXXX from my bank account to XXXX ( XXXX ), their equipment delivery contractor who would be sending me equipment at my residential address. Once I sent screenshots of the transfer and payment confirmation, I was asked to transfer the remaining {$800.00} to her again. When asked why was the whole amount not transferred to her, I was told sometimes employees have a minimum {$1000.00} limit which leads to rejection, after which I transferred and sent the confirmation of the payment on XX/XX/2022 night. Today, on XX/XX/2022 I received an alert from Bank of America that my account balance is below {$0.00}. After checking, the check deposited was put ON HOLD as it was a fake check and scam. After trying to contact the manager XXXX XXXX, he deleted all the messages from the XXXX app and mentioned it is a fake contract. He also texted if I contact him, he will hack my bank account. I immediately contacted Bank of America, after 4 hours of waiting and talking to merely 2 people and repeating the story, Bank of America did not help me to dispute a transaction or cancel the transaction. They transferred me to XXXX who after 1 hour got connected and took my details and gave me a Case Number. They said they will try to get money from Bank of America as I have no money in my account, but they can not say anything. I reported to the local police officer, who was kind enough to take all details and screenshots and provide me with a case number. I would like to alert other people and the official company being used for this fraud."
