id,Consumer complaint narrative
6530078,"I went through an extensive interview process along with a background check. I was told that the company XXXX will be sending me a check to get the software and computer, the time machine they use to clock in and out from their vendor. So now that I was hired, I got a check, deposited it into my checking account and followed the directions that XXXX XXXX told me to do. Which was send {$1000.00} to XXXX, that is the supplier of the office equipment that is needed to get my job done. Then I was to transfer the remaining money over to her which was XXXX this I didn't send because I wanted the other to go through first. A couple days later I contacted my bank to see why it have over drawn they explained to me the situation that I had been scammed looking for a job. I have emailed XXXX XXXX XXXX  several times and she told me she's sorry and that this same thing happened to her and she then stated "" she doesn't have the money I sent her, she had to turn it over to { him } she stated ''. This is ridiculous. I signed a contract with them thinking I had the job. I even put in 2 weeks ' notice at my current job for this job. I just want my money back. I have begged and pleaded with XXXX XXXX XXXX XXXX to send my money back but she won't. Those are the names associated with her info. If you have any questions please call. I simply can't go on like this. I'm just one person these people have gotten. Imagine how many other people they are ripping off. I would like to know about this case and the outcomes. I would also like to press charges if applicable. False information to obtain money without probable cause. Theft. Impersonating a business to make a profitable gain using their name. 
I'm just a single mother  with XXXX children at home trying to find a better job where I can work from home to benefit my kids better. 

XXXX id number to XXXX XXXX is XXXX : XXXX"
12363825,"I am filing this formal complaint regarding a fraudulent check deposit that was processed by Bank of America without proper endorsement verification. 

Issue Summary : On XX/XX/year>, a check in the amount of {$3400.00}, payable to me, was fraudulently deposited at Bank of America. However, I never received these funds. 

Upon investigating this matter, XXXX XXXX, the payor bank, confirmed in writing that Bank of America, as the depositary bank, was responsible under UCC 3-420 for ensuring the authenticity of endorsements before accepting the deposit. XXXX XXXX has denied liability, stating that they paid the check in full and that the burden of verification rests with Bank of America. 

Supporting Evidence : I am attaching XXXX XXXX official response, which explicitly states : Uniform Commercial Code ( UCC ) generally places the burden on the XXXX XXXX  in the collection chain to ensure that the requisite endorsements are present and authentic. 
Since XXXX XXXX was the drawee/payor bank and not the bank of the 1st deposit, it is not liable in conversion under UCC 3-420 .

As the check was deposited at Bank of America, it is Bank of Americas responsibility to address this matter."
13058287,"In XX/XX/XXXX, used AMEX credit card to purchase gift card ( s ) with a local small business restaurant. 

In late XX/XX/XXXX, I attempted to use the gift cards and was advised they were no longer valid and could not be used. The gift cards do NOT have any expiration date ( s ) on them. Per the FTC 's Credit CARD ( Card Accountability Responsibility and Disclosure ) Act, gift cards can not expire any less than XXXX  years. In California, gift cards can not/do not expire art all. 

During XXXX and XXXX, I attempted to address the issue with the merchant. In XXXX, I contacted AMEX to dispute the charge. My telephonic request to dispute the charges was declined because the charges were no longer available ( dispute process can only be initiated on charges 60 days old or less ). I insisted there must be recourse available for transactions that are billed in advance ( i.e., airline tickets, vacation packages, custom built furniture/merchandise, etc... ) and then are not delivered/not rendered/not as described at the anticipated future date. I was advised to submit my request in writing. 

On XX/XX/XXXX, I wrote a 3 page letter providing all the details ( original dates of charges, issue experienced in late XX/XX/XXXX, my unsuccessful efforts to address with merchant, etc .. ). I received a canned form letter regurgitating the 60 day time limit to dispute a charge. 

In XXXX, I then escalated to the Chairmans Office. A XXXX XXXX stressed that the 60 day time limit to dispute transactions is regulated by the FTC. I advised XXXX XXXX that the Credit CARD Act is also imposed and regulated by the FTC and that the gift cards expiring is a violation of the Credit CARD Act and therefore AMEX should be ensuring compliance with the Credit CARD Act and enforcing it with their merchants. I again received a number of canned form letters reiterating the 60 day time frame to dispute charges. 

I continued to email the Chairmans Office XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX with no acknowledgement nor response. I then escalated/sent an email to XXXX XXXX XXXX , AMEX CEO on XX/XX/XXXX. Clearly the email was only forwarded back to operations because again, canned form letters with 60 day time limit language reiterated. 

I subsequently re-emailed XXXX XXXX on XX/XX/XXXX and XX/XX/XXXX. No acknowledgement nor response to either communication."
10899318,"On XX/XX/year>, I was targeted by an employment scam involving a fraudulent job offer impersonating the XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX ). The scammer used the email XXXX and claimed to represent XXXX XXXX XXXX, who could be contacted at XXXX ( XXXX ) XXXX. After several email and text exchanges, I was hired and instructed to deposit a check they provided and use the funds to purchase office supplies. 

The check appeared to clear temporarily, but it was later placed on hold. Believing the check was legitimate, I sent two payments via XXXX to XXXX XXXX ( XXXX ) under the pretense that I would be reimbursed : XXXX. {$950.00} on XX/XX/year>, for a laptop. 
XXXX. {$600.00} ( Payment ID : XXXX ) on XX/XX/year>, for additional office supplies. 

When I realized the job offer was fraudulent and the check was fake, I immediately contacted Chase Bank to report the scam and provided evidence, including emails, texts, and payment details. However, Chase denied my fraud claim and refused to recover the funds. XXXX has also not assisted in addressing this issue. 

I am requesting a thorough investigation into these transactions, as the funds were sent under false pretenses as part of a larger fraudulent scheme. This incident has caused a total financial loss of {$1500.00}."
6860616,"I first received an email about a job offer that was a remote data entry job. They ended up impersonating a company ( XXXX XXXX ) as they also sent me a check to deposit into my account. The scammer went by the name of XXXX XXXX. After I deposited the check, the amount balance was shown on my account. However, the check was bounced back 5 days later. The check ended up being a fake check and when I was transferring money from that check, it ended up bouncing back to me which meant that it deducted from my own bank account instead. It ended up costing me {$4400.00} as I first transferred out {$2500.00} followed by {$1900.00}. The check was fake as the check information was invalid. The money they asked me to transfer to was under the name : XXXX XXXX XXXX XXXX and the Account # XXXX and its Routing # XXXX as they also used XXXX XXXX XXXXXXXX located on XXXX XXXX XXXX XXXX XXXX Colorado XXXX. I've already contacted Citibank to stop and reverse the funds back into my account on XX/XX/2023 but they denied my request on XXXX XXXX."
9670083,"Received e-mail from an account representing PayPal suggesting that there was a loan established in my name and that approximately {$2000.00} of bit coins and other items had been purchased. 

The resolution to the issue was to submit XXXX XXXX cards to there representative. 

After submitting the amount I realized that this was a scam. The gift cards were on hold through XXXX. PayPal was contacted and there was no account registered in my name. 

The e-mail addresses for corresponding are : XXXX XXXX The phone numbers are XXXX XXXX There was also a transfer of find from XXXX to XXXX XXXX address - @ XXXX XXXX XXXX {$500.00} gift cards purchased XXXX  XXXX. 
XXXX transfer {$560.00}"
12917183,"My pclocked and instructed to call tel no of XXXX help. I called XXXX talked to them according to mictosoft my XXXX been hacked and to insured that all my bank acct and credit card is ok they connect me to my bank to see if my acct is ok so upon talking to my bank said charges is made using my credit card amounting {$24000.00} dollars that they can able to help me just follow instruction of the process told me to get gift card amounting the same so they can reverse the charges lowes is the only store who is certified to able to fo the reversal of this illegal havke from XXXX so i did follow and charged my credit card {$24000.00} gift card from lowes happen XXXX, XXXX XXXX"
11576888,I got a work from home job offer by XXXX XXXX in XXXX of 2021. They sent me checks to purchase materials for the job. The checks bounced and I did not receive anything. I lost {$5000.00}
11276031,"TO Synchrony Bank Reference : Roll back for paid off credit on Sam 's Club Master XXXX Recovering from XXXX  XXXX, I want to get back to the workforce by posting my resume on XXXX. 
As usually, I was approached by email with a job offer by XXXX XXXX XXXX, a presumed hiring Manager of the XXXX XXXX XXXX XXXX. He put me through a job interview and hired me as a Customer Service Representative in a meeting on XXXX XXXX platform. 

After I have accepted and signed the Offer of Employment, the next day of our meeting, he offered to pay off all my credit cards balance as stated on the Offer of Employment, as the way to let me use my cards to purchase for my work equipment. 

He gave me routing and bank account number and the bank name to use to pay off all my credit cards. I did and reported to him with all the payment confirmations numbers. After that he directed me to use my cards to purchase XXXX and XXXX to send to their software manager for software installation. As the available balances can not be enough for the equipment, he wanted me instead to purchase XXXX gift cards to allow him to make arrangement with the company software manager and vendor. I did purchase those gift cards with my XXXX XXXX XXXX card and XXXX XXXX, and also {$2000.00} borrowed from my wife. All the conversations and details are on the pdf attached to the letter. 
In summary, all the clear details are on the pdf from the bank account to some scammers names. 
Now my concern is how you facilitate the system for him to roll back the money without any warning to me. Without any investigation. 
I am the one who call to paid off the card with a bank account information. Before any cancellation you need to contact me first to know what about. If it was any criminal act, you got the right to pursuit me. This is not fair to help somebody to steal from me with your help. 

Kindly, I recommend Synchrony Bank to open a criminal investigation on this bank account, given to me to paid of my credit cards, and afterwards let me refuel the cards to deepen my debit. You need to let the FBI be involved to get to the bottom of this. You can not easily put this financial burden on me. 

Secondly, I recommend you stop any collection action again me, and late fees, until we get the whole fact ; and restore my credit card back to paid off, as it was, before you roll back the credit. 

Looking forward to hearing from you, P.S.-Offer of Employment, XXXX of all the conversations of the presumed hiring manager of XXXX XXXX XXXX XXXX XXXX."
8323336,"I bought a XXXX  XXXX  from this group -> XXXX XXXX XXXX XXXX XXXX XXXXXXXX and i bought directly from these two profiles -> XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX This group is also administered by XXXX XXXX XXXX XXXX XXXX XXXXXXXX I payed via paypal friends and family on XX/XX/2023 to XXXX XXXX XXXX  the amount of {$300.00} and I payed the amount of {$450.00} to XXXX XXXX on XX/XX/2023 for XXXX XXXX XXXX then i payed am additional {$200.00} via a XXXX XXXX gift card to XXXX XXXX for the XXXX XXXX  delivery. We had originally agreed the total would be {$750.00} including delivery of the XXXX  and food until.i was ready to receive the XXXX, then she said regulations changed and that for the nanny services it was an additional {$200.00} and then they were charging me an additional {$700.00} for a crate refundable upon arrival of the XXXX. That is when i realized it was a scam. I think it prudent for XXXX  to act against this group of people by banning them out and collaborate with judicial agencies to stop them from offering puppies to innocent people, families and children."
6495055,"I was scammed out of {$2100.00}. A scammer posed as an employer XXXX XXXX XXXX XXXX XXXX XXXX on XXXX which looked completely legit using a real business. I applied for the remote/work-from-home position, the fake employer reached out days later to schedule an interview. I interviewed XXXX XXXX XXXX XXXX XXXX XXXX and accepted a job offer and even signed an employment contract with the business. The employer then advised that my work materials like a computer, monitors, docking station and printer are funded through a contract with their insurance company that provides health benefits for the company. The employer said the insurance company XXXX XXXX will send me a check for the amount of the items, and I am to deposit the check which I did for {$2100.00}. I didn't think much of it as from my understanding this was a XXXX XXXX XXXX XXXX, and I haven't applied for a job in over a decade. Once the check hit my account and cleared which it did on XX/XX/XXXX, I was then to transfer money to ( 2 ) individuals via XXXX which I did. I was provided their names and email addresses for the transfer. The two individuals were the supposed vendors that supplied the computer etc. I figured this was just part of their process since again they are a small company and I have never applied for a remote position before. I didn't know what to expect. After transferring the money as directed, come to find out that the check from XXXX XXXX that was provided to me was returned on XX/XX/XXXX, and the bank XXXX Bank of America ) took the funds out of my account to cover the returned check. I have ALL documentation, XXXX conversation, emails, etc from this scammer. I placed a claim with Bank of America on XXXX XXXX XXXX XXXX that was denied. I also reported the scammer to XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX"
12141480,Wayfair and Wayfair credit card has not fixed this issue. I had a {$200.00} store credit or gift card from Wayfair credit benefits and now its gone. Im requesting to get it back so I can use it properly.
14933054,"On XX/XX/year>, I was the victim of an employment scam. Someone claiming to be the hiring manager of XXXX XXXX XXXX hired me and emailed me a check to cover the cost of office equipment. She instructed me to deposit the check and send {$500.00} to a supposed vendor named XXXX XXXX via XXXX, which I did. Later the same day, after suspicious behavior on the hiring manager 's part, I realized I was being scammed. I contacted Chase bank and reported the incident immediately, but they were unable to stop the payment from being processed. As I feared, the check I received bounced, so I filed a claim with Chase to attempt to recover the {$500.00}. I filled out all the necessary forms and provided them with all the information and evidence they asked for. I also filed reports with the FTC and IC3. Unfortunately, Chase denied my claim, stating that they don't have recovery rights when it comes to XXXX transactions. They encouraged me to contact XXXX directly, which I did. After I explained the situation and provided all of the requested information, the representative told me XXXX would contact me within 10 business days to let me know whether they would be able to reimburse me. The waiting period came and went, and no one contacted me, so I called XXXX again. This time, the representative told me there is nothing she could do, and she told me to contact Chase. I reiterated that Chase told me to contact XXXX, but she continued saying that I should contact Chase. That is where I am now. Any help you could offer would be greatly appreciated!"
11632417,I had my check deposited into my account and I was scammed and they used Zelle to transfer all the money out of my account and instead of the bank investigating they closed my account and never reimbursed me my money
7151432,Company reached out to claim that I have been offered a job and emailed me a check to deposit and then asked me to put it into a gift card. {$1000.00}. Impersonated company named XXXX XXXX using email XXXX XXXX
6759291,"I am the victim of an employment scam. I received a check of {$2900.00} from the fraudulent company on the XXXXXXXX XXXX XXXXXXXX. 
XX/XX/XXXX funds for a check that XXXX mobile deposited was available for use. I transferred a set amount of {$2800.00} to another person as instructed by the fraudulent company. By the morning of XX/XX/XXXX the funds were transferred and then the check was bounced. Causing an additional {$2900.00} to be taken from my account leaving my account balance to be in the negative of {$670.00}. I proceeded to call my Bank to report the situation and was told nothing could be done for me and that I was at fault for not knowing the check was a bad check and that their Fraud department will be unable to help. As well as not waiving the overdraft fees."
11849873,"To Whom It May Concern, I am filing this complaint regarding unauthorized transactions on my XXXX XXXX XXXX  account that were processed through Cash App. On XX/XX/year>, I was contacted by a representative from XXXX XXXX XXXX  corporate office, XXXX, regarding suspicious check deposits being processed after hours through Cash App. At the time of the call, my account was approximately - {$800.00}, but I was informed that these transactions had been occurring for weeks and that my negative balance would eventually exceed - {$8000.00}.

I was told that these transactions were being approved and processed after hours without my knowledge or authorization. Despite this, XXXX XXXX XXXX stated they could not stop or block the fraudulent transactions, nor could they put a hold on my account. I was advised to contact Cash App, as they were responsible for processing these unauthorized checks.

When I contacted Cash App, I was met with dismissive and unhelpful responses. Their representatives refused to provide clear information regarding the type of charge that made me liable and transferred me multiple times, each interaction becoming more demeaning. Despite my insistence, no one could explain why Cash App approved fraudulent checks or why they refused to assist me in recovering my stolen funds. They also implied that I must have shared my credentials, which I did not.

Further investigation revealed that multiple fraudulent checks were processed just below {$450.00} each to avoid triggering fraud alerts. Cash App failed to detect or prevent this pattern of fraud, and XXXX XXXX XXXX  refused to intervene. As a result, I am now facing severe financial hardship, eviction, and homelessness, despite having been financially stable before this fraud occurred.

I have attached documentation, including : My initial communication with XXXX XXXX XXXX  on XX/XX/year> Bank statements showing the fraudulent transactions The banks final response after its internal investigation Proof of financial hardship and eviction proceedings I am requesting a full investigation into Cash Apps handling of these unauthorized transactions and XXXX XXXX XXXX refusal to protect my account. Additionally, I am seeking a resolution that includes the reversal of fraudulent charges and an acknowledgment of both Cash Apps and the banks failure to prevent financial harm.

This situation has left me in a dire financial position, threatening my housing, livelihood, and well-being. I urge the Consumer Financial Protection Bureau to take immediate action to hold these institutions accountable and prevent further harm to consumers like myself.

Please let me know if you require any additional documentation. Thank you for your time and attention to this matter. 

Sincerely, XXXX XXXX XXXX XXXX"
6770458,"On XX/XX/2022, I tried twice to activate XXXX XXXX and failed and a number came up for me to call help. A Tech answered and he tried and it failed and then he asked if I had logged into my XXXX account from a different location because he said that it was showing that I had just logged in in XXXX XXXX  and XXXX. I told him "" no '' and he said not to worry that he could fix the problem, but that I needed to first download a XXXX XXXX XXXX and then he needed to show me that my Ip address was public and we needed to make it private. He begin navigating through my phone to my XXXX account and to my Bank accounts then he told me to go to the nearest XXXX XXXX, XXXX XXXX and XXXX XXXXXXXX to purchase specific Gift Cards and specific amounts and it must be done quickly to show that I was indeed not in the other places that he mentioned. I questioned him, "" why '' and He said that XXXX was putting the money back into my account not to worry. He needed me to stay on the phone and not hang up. After purchasing the Cards, he told me to open them up, scratch off coating, take pictures of the cards. When I got back home he activated XXXX XXXX and told me that he would call me back in about 10 mins. I waited and no call came. I called the number on my Caller ID and the number was disconnected. I called my bank and reported the Fraud and All the Funds went back into my account. I called The Crime Victims Center and they put my call through to the Senior Citizen division who advised me to file a police report and an Identity theft report with the FTC and to notify The Attorney General. I also contacted the 3 Credit Bureaus and froze my credit accts. A few days later the charges were back on my credit card account, so I called and they said that there was No Fraud. I reported to XXXX as well and called the phone numbers on the backs of the Gift Cards to do a report. I sent two letters to my Credit card Company 's Disputes Department. They say that they have a Zero-Policy for Scams! The Gift Card amounts totaled {$1900.00}. I didn't know I was being scammed!"
9676298,"Dear Sir and madam, I am writing to report an incident involving a fraudulent charity activity that I encountered recently. Below are the details of the scam : On XX/XX/XXXX, I received an email from XXXX XXXX about participating in a charity initiative. The activity involved purchasing gift cards for a charity that claimed to support orphans and the homeless. The compensation was stated to be {$450.00} per week for working flexible1-3 hours daily. 
I agreed to participate and began on XX/XX/XXXX. XXXX XXXX ( email : XXXX ) sent me a {$500.00} check via email, which I deposited into my XXXX account using mobile banking. The funds appeared to be immediately available, so I purchased a {$500.00} Apple gift card from a nearby XXXX and sent the card details to XXXX XXXX ( email : XXXX ). 
I repeated this process on XX/XX/XXXX. On XX/XX/XXXX, I became suspicious and asked for the charity 's address. They provided an address that matched an actual charity online, which reassured me at the time. 
On XX/XX/XXXX, I noticed that the check from XX/XX/XXXX, had bounced. I contacted XXXX XXXX, who then sent me another {$1000.00} check. I deposited it, and it again showed as immediately available. I bought another {$1000.00} worth of Apple gift cards and sent them to the scammers. 
Believing the activity to be legitimate, I continued on XX/XX/XXXX, and XXXX, XXXX, purchasing a total of {$3000.00} in Apple gift cards. On XX/XX/XXXX, I discovered that all the checks had bounced, and I was unable to reach XXXX XXXX. 
Due to my lack of understanding of check payment risks, I initially believed the funds were available when my mobile banking app showed the deposits as cleared. However, the checks were fraudulent, and my bank could not retrieve the funds from the originating account. 
I am requesting your assistance in investigating this matter and taking appropriate action against the individuals involved in this scam. 
Thank you for your attention to this matter. 
Sincerely,"
6889482,"My wife, XXXX XXXX, received a job offer from a company named XXXX XXXX in early XX/XX/XXXX. We researched this company and it appeared legitimate so she confirmed employment through XXXX XXXX XXXX as instructed. She was in contact with a XXXX XXXX multiple times over several days via the XXXX XXXX and direct conversations over the phone. He overnighted a check # XXXX dated XX/XX/XXXX from XXXX XXXXXXXX XXXX XXXXXXXX XXXX IL from a company called XXXX XXXXXXXX XXXX XXXX XXXX, MN for {$4800.00}. She direct deposited it to our Bank of America ( BOA ) checking account on XX/XX/XXXX and she was to XXXX 3 transacions of {$1000.00}, {$2500.00}, and {$1000.00} to 3 different emails for vendors to purchase computer hardware and software. Doing what we believed was due diligence, we contacted BOA afterwards and was told that the check was fine and not fraudulent. They later informed us that the check had cleared so we did the 3 XXXX transactions through the Bank of America site. XXXX immediately received a text from Bank of America that the check was fraudulent and to call them. 
XXXX at BOA answered from the fraud department and suspected a fraud due to "" tokens '', etc. and flagged all XXXX transactions to be frozen and not to be completed. She assured us that no funds would be transferred from our account. She also advised calling human resources at XXXX XXXX. 
XXXX was told by XXXX XXXX that there is no record of her getting employment and that 6 other people that week had been similarly defrauded. 
The next day we called BOA to confirm that XXXX 's assurance was correct. He initially said that the {$1000.00} was going out but then said that he was looking at the wrong page and that there was an updated second page stating that it was not going out and apologized for upsetting XXXX and assured us that nothing was going out. 
The next day we noticed that one of the three XXXX transactions had been completed to a XXXX XXXX for {$1000.00}. Then the original {$4800.00} was removed from our account by BOA leaving us down the {$1000.00} that was XXXX  resulting in multiple overdrafts from our checking account that we use for daily life. 
We contacted the F.B.I. who recommended completing an I.C.3 complaint referral form. 
We spoke to someone at BOA who said that because the bank deemed the check fraudulent that we had a very strong case and should file a BOA claim. Which we did. 
Approximately 7-10 days later we received a denial letter on our BOA claim. "" The transfer posted to the requested account according to intructions provided. We were unsuccessful at recovering the funds on your behalf ... '' This is when the frustrating interactions of conflicting information and illogical responses with BOA began. 
We called the "" we're here to help '' BOA number and was told initially that these decisions are never overturned but since we were told misinformation from BOA that it will be resent to the auditor and we will be contacted in 48 hours. Also that we should submit the IC3 complaint which we now did on XX/XX/XXXX. 
A week went by without any contact from BOA as promised so we called back. 
We were told contradictory information from the original BOA employee. 
Over multiple calls to BOA employees, supervisors, fraud departments, XXXX fraud, etc. over multiple weeks we were told everything from : the funds were frozen but one slipped through ; unapproved claims are never overturned ; XXXX transactions are instantaneous and can not be reversed ; no explanation why then 2 of the 3 were frozen and held ; no explanation why a fraud text to call back is sent if instantaneous and can not be reversed ; that we approved the XXXX transactions ; that if we read carefully it states that BOA is not responsible for XXXX even though it is promoted on their site ; we acknowledge everything you claim in terms of fraud and freezing but can not do anything. XXXX argued that there is a difference between fraud and scam and this is scam not fraud despite BOA and FBI referring to it as employment fraud. 
On XX/XX/XXXX XXXX received a missed call voicemail from a XXXX XXXX, BOA executive escalation group, XXXX XXXX. After a few episodes of phone tag between XXXX and this XXXX, XXXX called BOA and was told there is no record of her as a BOA employee. 
We have been with Bank of America since it was XXXXXXXX XXXX in XXXX."
11013743,"I followed this influencer for a long time and he messaged me in XX/XX/XXXX and eventually started asking for financial help in the form of gift cards and sending money. Over time he got my personal information and access to my bank information and payment processors such as XXXX  and square. He said he needed financial help until XXXX when he would get his money back and pay me back which never happened. Once I saw the actual influencer ( not the imposter I was talking to ) got engaged publicly and realized after talking to him that it wasn't him I was talking to, I realized I had gotten scammed and I notified the police after 2 days ( on XX/XX/XXXX ) and filed a report. I've also filed a FTC report and have been notifying my banks and credit cards and payment processors. XXXX  is working on investigating but Square has refused and said they already investigated and found no fraudulent activity and want me to pay {$11000.00} which I did not make in my business. The transactions that were done on Square were all fraudulently done by the scammer. Every single transaction on Square was done by the scammer since I have never used Square for my business transactions. I just opened the account and didn't use it myself. Also, The scammer has been harassing me for over a month now and messaging my family and sending out my pictures to them trying to get money. Square won't even let me talk to anybody and they say there's nothing they can do which is only adding to the stress."
12002123,"Sezzle , Inc. which I had used several times in past years, had an aprobar allotment for me to spend on their app. Of XXXX. This is an app that allows you to make purchases ahead of time while paying up fromt one of 4 equal payments at a later time. On XXXX this turned into a nightmare. I tried to order a XXXX XXXX for a gift with a 1st payment of XXXX with supposedly XXXX to be paid in XXXX. The app was not operating as it had in the past so the transaction never processed. I tried calling customer XXXX & there were no available reps. I tried chatting to no avail. So I gave up. I noticed, however, that they had charged me XXXX 3 TIMES! I called my bank & asked the bank to request refunds. They started randomly charging my XXXX XXXX for different amounts & have placed derogatory info on my credit. They tried to XXXX me to buy a gift card for XXXX for which I have no use bc the XXXXXXXX XXXX are no longer available at Nordstroms. The banks are handing it as fraud. I need this removed from my credit asap, How can they charge me for a so-called gift card that I NEVER asked them for? Please let me know what to do!"
7168595,"on XXXX XXXX XXXX i purchased a gift card from klarna in the amount of XXXX for a virtual gift card to XXXX as it is offered on Klarnas website, I put the items in my cart and entered the gift card number as my payment method, Immediately after submitting the order I received notice that my order was cancelled and items were cancelled and my account was completely locked. I called XXXX over and over again and they refused to assist me however they did inform that due to a glitch in their system the accounts lock when you attempt to use a virtual gift card from Klarna, Since then I have been trying over and over weekly to resolve the matter. Unable to get my XXXX account unlocked and klarna will have me on hold for hours on end only to get on the phone and tell me i will recieve a communication within 10 days. When i finally get some kinda of real response its a very generic response and i still dont have my money back this is near 90 days of this issues and my funds being held hostage by Klarna . I reached out to the ceo of Klarna XXXX XXXX today via email however if feel this is unfair to me as a consumer and i would like to make a complaint as while shopping with Klarna we are in a lease contract and expected to uphold our end of the agreement however Klarna is not being held accountable to the same standard gift card order was XXXX the order number is XXXX"
7000073,"I had sent a resume via XXXX to a work from home position and was contacted by XXXX and XXXX via text message. I was told to download telegram and speak to the HR manager to discuss the position. I was interviewed, hired, and told that I would receive equipment. I received a fake check, deposited, and sent money to several people for the equipment but never received anything."
6720059,"On XXXX XXXX, 2022 I attempted to purchase a XXXX XXXXXXXX kitten from what I believed to be a breeder for {$850.00}, which seemed reasonable at first. Once the transaction completed, I expected to be able to pick her up, but received a notification that I would not be allowed to pick her up and that I needed to I pay an exorbitant fee, some {$1600.00}, to have her flown to me first class. That seemed wrong, but I was mourning the recent loss of our former, beloved cat and was not thinking straight ; I was also already {$850.00} into the transaction. I was told most of the payment would be refunded as part of a rental service, so I attempted to complete the transaction. It was blocked by Cash App, so I tried a few other methods, all of which were blocked, which lead the party requiring additional payment to request it in terms of XXXX or XXXX gift cards sent via XXXX XXXX. That was a resounding red flag, and I immediately contacted my bank and Cash App to recover my money. Despite many attempts to recover my money, Cash App has persistently refused to refund it claiming they are a peer-to-peer cash transfer service and not a payment service, and thus can not be held accountable for fraud on their platform. Such policies have allowed these scams to run rampant on their platform, wreaking havoc on families such as my own. {$850.00} is a significant amount of money to me. They said all I could do was request a refund from the seller, which a scammer would clearly ignore, but to play their game I requested one and was unsurprisingly rejected. Cash App has refused all further attempts to recover my money."
8659369,Hello. Yet again USAA is trying to charge me XXXX from my stolen debit card by stating they had my personal information. They stole my license and my fidelity card and my health insurance card while in XXXX Florida. XXXX caught the first transaction immediately. They saw it was fraud. USAA let them charge close to XXXX with out a word. They are saying it was me die to them having my information. First off they had my licenses and other items listed above. Second I am the only XXXX XXXX in the XXXX. They could find plenty of information even online. USAA is stating I need additional documentation. Yet dont accept fidelity information whom caught the first XXXX charge. There are no police reports now per Florida as there were no police reports for the employment scam which they are now saying numeric was used. Well if course as if you look at those notes I was hired as a personal assistant conducted interviews and received an offer letter. I called Usaas the ensure the checks that were sent by Aka employer and they send they had gone through on both ends. So I used the moneys to perform duties. Yet now the stolen debit cards. XXXX protect and USAA let them charge close to XXXX without a warning. Now I nee to provide other information. Per their rules I am to call immediately and report a stolen card which I did. I followed the rules. I called XXXX and everything was resolved immediately. USAA has yet again put me in a position where I cant access any moment with a negative balance of close to XXXX. Enough is enough. The card was stolen and I have rights. Please assist.
7851458,"I was contacted about a work from home job through email and when I replied they sent a text saying to get on XXXX XXXX for the interview. I went through the interview that lasted about 45 minutes with questions and then I got an email congratulating me on getting the job. After that they asked if I had a fax machine and other equipment and I had some but they wanted a specific laptop and data entry software and asked if I had worked with petty cash, but not until they had me fill out a W-4 and I9 and had a copy of my social security card and drivers license. They said they were the company XXXX. They then said they were going to send me a check to cover the supplies, when I asked where I would get the stuff they said they have a vendor that I just send the money to. They sent the check and I deposited it and told them I wouldnt do anything until their XXXX XXXX check cleared. They said it would clear the next day even though I said it takes 2-3 business. The check cleared the next day and the money was in the account. I researched XXXX and saw that it was a huge corporation and totally legit and the check had their logo and address on it. I wired the money to a CHASE account with the name XXXX XXXX and the routing # XXXX acct # XXXX with a XXXX XXXX, Utah address which I have as well. That night my account was overdrawn and the people I was talking to said thats never happened before and their accounting department would fix it in the morning. They disappeared after that and I could not contact them. XXXX XXXX was the name I spoke with on Teams. I have all the emails from them and screenshots of the FBI report. The bank denied the claim because XXXX XXXX  took the money back and the wire was taken from the account and now my account is overdrawn and they took our money and they didnt overdraw the account of the perpetrator. I thought a had a job and not I dont have a job and our bank account is overdrawn."
14424632,"On XX/XX/XXXX  I was a victim of fraud through my Cash App account. I was approached by a person that offered me discounts for products from the XXXX XXXX XXXX and he also offered me a gift card, and asked to use my phone to register the gift card and in less than 1 minute of doing that he entered my Cash App account and removed all the funds also deleted the account from my phone. I discovered this after going through my phone to search for the Cash App account and realized that it was no longer available on my phone. I contacted Cash App Support and made a fraud claim with police report and was denied the return of my funds in the amount of {$1600.00} .My question to Cash App was how did the person bypass my pinn number to get the funds from my account, I never got a legitimate answer from Cash App support"
6504950,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX had me send {$870.00} and then {$1000.00} as payment for a non-existent puppy to an account in the name of XXXX XXXX via XXXX transfer. Once I found that the puppy didn't exist, the next day, I contacted my bank and asked them to stop payment. They said they tracked the payment to an existing bank account and that they froze the account until the money could be sent back to me, but nothing has happened since the transfer date of XX/XX/22. I also sent {$1000.00} in gift cards to cover the "" rental '' of a new crate at the airport they said was insufficient for his travel and that it would be refunded at delivery, but they demanded XXXX gold gift cards that can't be recovered as I understand it."
14626766,I was scammed by a work from home scam. They sent my payment to trust wallet so I could retrieve it. They posed as a technician from trust wallet and somehow got access to send more money to trust wallet and then they had enough control of trustwallet account and sent the funds somewhere else and I am out XXXX because trust wallet let someone else gain access to my account.
7672786,"Job scam and equipment purchase scam that resulted in fraudulent transactions In the amount of {$980.00}. 

A fraudulent check was deposited. Bank is not holding owner of account responsible for a fraudulent check but a fraudulent Money transfer was sent and bank is holding account owner responsible even though owner was absolved of the fraudulent check issue."
